slip,lateral_force
[-0.728],[302.7]
[-0.646],[282.07]
[-0.569],[253.04]
[-0.49],[236.]
[-0.408],[229.72]
[-0.335],[223.08]
[-0.254],[204.25]
[-0.172],[168.92]
[-0.086],[136.43]
[0.006],[122.29]
[0.08],[110.54]
[0.164],[85.77]
[0.24],[53.09]
[0.325],[25.17]
[0.401],[6.09]
[0.472],[-12.12]
[0.547],[-40.44]
[0.636],[-74.95]
[0.718],[-101.47]
[0.803],[-116.16]
[0.889],[-133.45]
[0.972],[-164.14]
[1.054],[-200.14]
[1.129],[-226.78]
[1.216],[-239.04]
[1.297],[-249.5]
[1.381],[-267.98]
[1.463],[-291.35]
[1.554],[-318.12]
[1.637],[-336.4]
[1.715],[-347.41]
[1.798],[-353.77]
[1.883],[-363.27]
[1.956],[-375.48]
[2.03],[-395.33]
[2.118],[-412.88]
[2.199],[-421.86]
[2.273],[-422.5]
[2.356],[-419.68]
[2.441],[-421.54]
[2.526],[-441.37]
[2.602],[-469.02]
[2.682],[-479.87]
[2.767],[-463.55]
[2.843],[-447.64]
[2.918],[-449.2]
[3.003],[-483.64]
[3.086],[-518.95]
[3.172],[-519.95]
[3.253],[-494.71]
[3.337],[-475.77]
[0.064],[32.17]
[0.067],[32.46]
[0.069],[33.43]
[0.072],[32.87]
[0.073],[30.35]
[0.066],[30.6]
[0.072],[31.95]
[0.073],[33.26]
[0.07],[33.65]
[0.072],[32.05]
[0.067],[30.77]
[0.072],[29.82]
[0.072],[30.81]
[0.073],[31.71]
[0.063],[32.24]
[0.07],[31.95]
[0.066],[30.96]
[0.077],[29.71]
[0.072],[30.02]
[0.066],[31.92]
[0.069],[32.08]
[0.069],[32.01]
[0.067],[30.78]
[0.069],[29.57]
[0.069],[30.67]
[0.07],[31.42]
[0.069],[32.94]
[0.072],[33.27]
[0.067],[33.06]
[0.072],[30.32]
[0.069],[30.19]
[0.066],[30.65]
[0.07],[33.01]
[0.073],[31.3]
[0.066],[30.08]
[0.066],[29.68]
[0.067],[30.09]
[0.067],[30.69]
[0.07],[32.26]
[0.07],[32.16]
[0.07],[31.36]
[0.064],[30.34]
[0.07],[29.21]
[0.072],[31.41]
[0.067],[31.71]
